{'loss': 3.9422, 'grad_norm': 2.740760564804077, 'learning_rate': 1.9999719601419928e-05, 'epoch': 0.004020068180356339, 'step': 250, 'perplexity': 51.53184674770432}
{'eval_loss': 3.56943678855896, 'eval_runtime': 9.4584, 'eval_samples_per_second': 264.316, 'eval_steps_per_second': 33.092, 'epoch': 0.49848845436418604, 'step': 31000}
{'loss': 3.6005, 'grad_norm': 2.605130672454834, 'learning_rate': 9.952943074586997e-06, 'epoch': 0.5025085225445424, 'step': 31250, 'perplexity': 36.61653813644168}
{'loss': 3.542, 'grad_norm': 3.0199673175811768, 'learning_rate': 9.826454035406694e-06, 'epoch': 0.5065285907248986, 'step': 31500, 'perplexity': 34.53592200905636}
{'loss': 3.566, 'grad_norm': 2.2411983013153076, 'learning_rate': 9.699992766051861e-06, 'epoch': 0.510548658905255, 'step': 31750, 'perplexity': 35.374810533302046}
{'loss': 3.5727, 'grad_norm': 2.873624801635742, 'learning_rate': 9.57357950212629e-06, 'epoch': 0.5145687270856114, 'step': 32000, 'perplexity': 35.61261752771079}
{'eval_loss': 3.5681328773498535, 'eval_runtime': 9.0363, 'eval_samples_per_second': 276.661, 'eval_steps_per_second': 34.638, 'epoch': 0.5145687270856114, 'step': 32000}
{'loss': 3.5744, 'grad_norm': 2.254957675933838, 'learning_rate': 9.44723447155222e-06, 'epoch': 0.5185887952659677, 'step': 32250, 'perplexity': 35.6732104669134}
{'loss': 3.557, 'grad_norm': 2.468031644821167, 'learning_rate': 9.320977891333583e-06, 'epoch': 0.5226088634463241, 'step': 32500, 'perplexity': 35.05786562994266}
{'loss': 3.5644, 'grad_norm': 2.769862174987793, 'learning_rate': 9.194829964320991e-06, 'epoch': 0.5266289316266803, 'step': 32750, 'perplexity': 35.318256092066704}
{'loss': 3.5649, 'grad_norm': 3.3696656227111816, 'learning_rate': 9.06931466895287e-06, 'epoch': 0.5306489998070367, 'step': 33000, 'perplexity': 35.335919635630646}
{'eval_loss': 3.5687975883483887, 'eval_runtime': 9.0511, 'eval_samples_per_second': 276.211, 'eval_steps_per_second': 34.582, 'epoch': 0.5306489998070367, 'step': 33000}
{'loss': 3.5946, 'grad_norm': 2.119950771331787, 'learning_rate': 8.943443947978083e-06, 'epoch': 0.5346690679873931, 'step': 33250, 'perplexity': 36.4011366207515}
{'loss': 3.5815, 'grad_norm': 2.9788572788238525, 'learning_rate': 8.817742291016015e-06, 'epoch': 0.5386891361677494, 'step': 33500, 'perplexity': 35.927391536253246}
{'loss': 3.5795, 'grad_norm': 2.686028242111206, 'learning_rate': 8.692229812121663e-06, 'epoch': 0.5427092043481058, 'step': 33750, 'perplexity': 35.855608560084555}
{'loss': 3.5642, 'grad_norm': 2.4167871475219727, 'learning_rate': 8.566926595078833e-06, 'epoch': 0.546729272528462, 'step': 34000, 'perplexity': 35.31119314716633}
{'eval_loss': 3.567866086959839, 'eval_runtime': 9.0613, 'eval_samples_per_second': 275.899, 'eval_steps_per_second': 34.543, 'epoch': 0.546729272528462, 'step': 34000}
{'loss': 3.5759, 'grad_norm': 2.8617472648620605, 'learning_rate': 8.441852690186457e-06, 'epoch': 0.5507493407088184, 'step': 34250, 'perplexity': 35.72676043504926}
{'loss': 3.5483, 'grad_norm': 2.6052465438842773, 'learning_rate': 8.317028111050253e-06, 'epoch': 0.5547694088891748, 'step': 34500, 'perplexity': 34.754185124622666}
{'loss': 3.5681, 'grad_norm': 3.133260488510132, 'learning_rate': 8.192472831380275e-06, 'epoch': 0.5587894770695311, 'step': 34750, 'perplexity': 35.449175691508906}
{'loss': 3.5435, 'grad_norm': 2.696821689605713, 'learning_rate': 8.068206781794824e-06, 'epoch': 0.5628095452498875, 'step': 35000, 'perplexity': 34.587764764415944}
{'eval_loss': 3.5678250789642334, 'eval_runtime': 9.0782, 'eval_samples_per_second': 275.384, 'eval_steps_per_second': 34.478, 'epoch': 0.5628095452498875, 'step': 35000}
{'loss': 3.5626, 'grad_norm': 2.3115341663360596, 'learning_rate': 7.944249846631267e-06, 'epoch': 0.5668296134302437, 'step': 35250, 'perplexity': 35.25474041236196}
{'loss': 3.6107, 'grad_norm': 3.375744581222534, 'learning_rate': 7.820621860764268e-06, 'epoch': 0.5708496816106001, 'step': 35500, 'perplexity': 36.991938110589416}
{'loss': 3.5566, 'grad_norm': 2.9642138481140137, 'learning_rate': 7.697835002612517e-06, 'epoch': 0.5748697497909565, 'step': 35750, 'perplexity': 35.04384528794602}
{'loss': 3.5738, 'grad_norm': 2.9692373275756836, 'learning_rate': 7.574922693201037e-06, 'epoch': 0.5788898179713128, 'step': 36000, 'perplexity': 35.6518129605271}
{'eval_loss': 3.566570997238159, 'eval_runtime': 9.0234, 'eval_samples_per_second': 277.056, 'eval_steps_per_second': 34.687, 'epoch': 0.5788898179713128, 'step': 36000}
{'loss': 3.5574, 'grad_norm': 4.6375908851623535, 'learning_rate': 7.452398430689543e-06, 'epoch': 0.5829098861516692, 'step': 36250, 'perplexity': 35.071891581197875}
{'loss': 3.519, 'grad_norm': 2.791217088699341, 'learning_rate': 7.330281820704673e-06, 'epoch': 0.5869299543320254, 'step': 36500, 'perplexity': 33.750660921970606}
{'loss': 3.5644, 'grad_norm': 3.531167984008789, 'learning_rate': 7.208592403642855e-06, 'epoch': 0.5909500225123818, 'step': 36750, 'perplexity': 35.318256092066704}
{'loss': 3.5923, 'grad_norm': 3.119694948196411, 'learning_rate': 7.0873496515435695e-06, 'epoch': 0.5949700906927381, 'step': 37000, 'perplexity': 36.31751021375712}
{'eval_loss': 3.5664894580841064, 'eval_runtime': 9.0492, 'eval_samples_per_second': 276.266, 'eval_steps_per_second': 34.589, 'epoch': 0.5949700906927381, 'step': 37000}
{'loss': 3.5193, 'grad_norm': 2.665083169937134, 'learning_rate': 6.9665729649735315e-06, 'epoch': 0.5989901588730945, 'step': 37250, 'perplexity': 33.76078763917882}
{'loss': 3.5603, 'grad_norm': 2.7807929515838623, 'learning_rate': 6.846281669922348e-06, 'epoch': 0.6030102270534509, 'step': 37500, 'perplexity': 35.17374768675226}
{'loss': 3.5792, 'grad_norm': 1.9981250762939453, 'learning_rate': 6.726495014710064e-06, 'epoch': 0.6070302952338071, 'step': 37750, 'perplexity': 35.84485349085759}
{'loss': 3.5662, 'grad_norm': 2.355947971343994, 'learning_rate': 6.6077081495529915e-06, 'epoch': 0.6110503634141635, 'step': 38000, 'perplexity': 35.38188620295209}
{'eval_loss': 3.5660018920898438, 'eval_runtime': 9.052, 'eval_samples_per_second': 276.181, 'eval_steps_per_second': 34.578, 'epoch': 0.6110503634141635, 'step': 38000}
{'loss': 3.5955, 'grad_norm': 3.4103832244873047, 'learning_rate': 6.488985983447957e-06, 'epoch': 0.6150704315945198, 'step': 38250, 'perplexity': 36.433912390594244}
{'loss': 3.5734, 'grad_norm': 3.4860219955444336, 'learning_rate': 6.370825629579225e-06, 'epoch': 0.6190904997748762, 'step': 38500, 'perplexity': 35.63755508710768}
{'loss': 3.5742, 'grad_norm': 3.2256550788879395, 'learning_rate': 6.2532459952859115e-06, 'epoch': 0.6231105679552326, 'step': 38750, 'perplexity': 35.66607653823667}
{'loss': 3.546, 'grad_norm': 2.30719256401062, 'learning_rate': 6.136265894983728e-06, 'epoch': 0.6271306361355888, 'step': 39000, 'perplexity': 34.6743423532205}
{'eval_loss': 3.5654780864715576, 'eval_runtime': 9.0241, 'eval_samples_per_second': 277.036, 'eval_steps_per_second': 34.685, 'epoch': 0.6271306361355888, 'step': 39000}
{'loss': 3.5373, 'grad_norm': 3.3574161529541016, 'learning_rate': 6.019904047154418e-06, 'epoch': 0.6311507043159452, 'step': 39250, 'perplexity': 34.373984027970074}
{'loss': 3.5466, 'grad_norm': 2.326103448867798, 'learning_rate': 5.904179071350518e-06, 'epoch': 0.6351707724963015, 'step': 39500, 'perplexity': 34.695153201262535}
{'loss': 3.5717, 'grad_norm': 2.5883898735046387, 'learning_rate': 5.789109485215978e-06, 'epoch': 0.6391908406766579, 'step': 39750, 'perplexity': 35.57702271055788}
{'loss': 3.5986, 'grad_norm': 2.724506378173828, 'learning_rate': 5.675169918146557e-06, 'epoch': 0.6432109088570143, 'step': 40000, 'perplexity': 36.54703276499485}
{'eval_loss': 3.5650835037231445, 'eval_runtime': 9.0335, 'eval_samples_per_second': 276.748, 'eval_steps_per_second': 34.649, 'epoch': 0.6432109088570143, 'step': 40000}
{'loss': 3.5613, 'grad_norm': 2.8428213596343994, 'learning_rate': 5.561463437102305e-06, 'epoch': 0.6472309770373705, 'step': 40250, 'perplexity': 35.20893902717662}
{'loss': 3.5682, 'grad_norm': 2.4716172218322754, 'learning_rate': 5.44846718510885e-06, 'epoch': 0.6512510452177269, 'step': 40500, 'perplexity': 35.45272078632985}
{'loss': 3.5576, 'grad_norm': 3.172212600708008, 'learning_rate': 5.336199243175477e-06, 'epoch': 0.6552711133980832, 'step': 40750, 'perplexity': 35.07890666099871}
{'loss': 3.559, 'grad_norm': 2.7270853519439697, 'learning_rate': 5.2251221521711126e-06, 'epoch': 0.6592911815784396, 'step': 41000, 'perplexity': 35.12805152370102}
{'eval_loss': 3.56476092338562, 'eval_runtime': 9.1155, 'eval_samples_per_second': 274.258, 'eval_steps_per_second': 34.337, 'epoch': 0.6592911815784396, 'step': 41000}
{'loss': 3.5701, 'grad_norm': 2.892637252807617, 'learning_rate': 5.114361512486676e-06, 'epoch': 0.663311249758796, 'step': 41250, 'perplexity': 35.52014498853252}
{'loss': 3.5746, 'grad_norm': 2.9375133514404297, 'learning_rate': 5.004382644527303e-06, 'epoch': 0.6673313179391522, 'step': 41500, 'perplexity': 35.68034582251858}
{'loss': 3.5777, 'grad_norm': 2.6484594345092773, 'learning_rate': 4.895203146477864e-06, 'epoch': 0.6713513861195086, 'step': 41750, 'perplexity': 35.79112651592631}
{'loss': 3.5575, 'grad_norm': 3.0478148460388184, 'learning_rate': 4.786840488612664e-06, 'epoch': 0.6753714542998649, 'step': 42000, 'perplexity': 35.075398945721304}
{'eval_loss': 3.5642664432525635, 'eval_runtime': 9.0124, 'eval_samples_per_second': 277.396, 'eval_steps_per_second': 34.73, 'epoch': 0.6753714542998649, 'step': 42000}
{'loss': 3.5827, 'grad_norm': 2.6598401069641113, 'learning_rate': 4.679312010499949e-06, 'epoch': 0.6793915224802213, 'step': 42250, 'perplexity': 35.970530284168845}
{'loss': 3.6026, 'grad_norm': 2.763317346572876, 'learning_rate': 4.572634918227323e-06, 'epoch': 0.6834115906605776, 'step': 42500, 'perplexity': 36.69351366254211}
{'loss': 3.5487, 'grad_norm': 2.9333770275115967, 'learning_rate': 4.466826281648541e-06, 'epoch': 0.6874316588409339, 'step': 42750, 'perplexity': 34.768089579378085}
{'loss': 3.5732, 'grad_norm': 2.9371514320373535, 'learning_rate': 4.361903031652064e-06, 'epoch': 0.6914517270212903, 'step': 43000, 'perplexity': 35.630428288793844}
{'eval_loss': 3.5638859272003174, 'eval_runtime': 9.045, 'eval_samples_per_second': 276.396, 'eval_steps_per_second': 34.605, 'epoch': 0.6914517270212903, 'step': 43000}
{'loss': 3.5594, 'grad_norm': 2.39989972114563, 'learning_rate': 4.257881957451909e-06, 'epoch': 0.6954717952016466, 'step': 43250, 'perplexity': 35.14210555492935}
{'loss': 3.5547, 'grad_norm': 4.613034248352051, 'learning_rate': 4.154779703901114e-06, 'epoch': 0.699491863382003, 'step': 43500, 'perplexity': 34.977325195997736}
{'loss': 3.5746, 'grad_norm': 2.7251908779144287, 'learning_rate': 4.052612768828329e-06, 'epoch': 0.7035119315623592, 'step': 43750, 'perplexity': 35.68034582251858}
{'loss': 3.5622, 'grad_norm': 4.169037342071533, 'learning_rate': 3.95139750039793e-06, 'epoch': 0.7075319997427156, 'step': 44000, 'perplexity': 35.24064133620022}
{'eval_loss': 3.5637102127075195, 'eval_runtime': 9.0483, 'eval_samples_per_second': 276.294, 'eval_steps_per_second': 34.592, 'epoch': 0.7075319997427156, 'step': 44000}
{'loss': 3.5518, 'grad_norm': 2.6914937496185303, 'learning_rate': 3.8511500944940795e-06, 'epoch': 0.711552067923072, 'step': 44250, 'perplexity': 34.87603789050782}
{'loss': 3.5633, 'grad_norm': 2.3821136951446533, 'learning_rate': 3.751886592129155e-06, 'epoch': 0.7155721361034283, 'step': 44500, 'perplexity': 35.279427370077755}
{'loss': 3.5471, 'grad_norm': 3.326565980911255, 'learning_rate': 3.6536228768769586e-06, 'epoch': 0.7195922042837847, 'step': 44750, 'perplexity': 34.71250511548021}
{'loss': 3.5715, 'grad_norm': 2.771695852279663, 'learning_rate': 3.556374672331113e-06, 'epoch': 0.723612272464141, 'step': 45000, 'perplexity': 35.56990801750879}
{'eval_loss': 3.5638601779937744, 'eval_runtime': 8.9729, 'eval_samples_per_second': 278.617, 'eval_steps_per_second': 34.883, 'epoch': 0.723612272464141, 'step': 45000}
{'loss': 3.5894, 'grad_norm': 3.132931709289551, 'learning_rate': 3.460540333764486e-06, 'epoch': 0.7276323406444973, 'step': 45250, 'perplexity': 36.21234200175002}
{'loss': 3.5821, 'grad_norm': 2.2863287925720215, 'learning_rate': 3.365365452617936e-06, 'epoch': 0.7316524088248537, 'step': 45500, 'perplexity': 35.94895443939905}
{'loss': 3.5437, 'grad_norm': 2.924186944961548, 'learning_rate': 3.2712522074701434e-06, 'epoch': 0.73567247700521, 'step': 45750, 'perplexity': 34.59468300917024}
{'loss': 3.5717, 'grad_norm': 2.4263453483581543, 'learning_rate': 3.17821565778042e-06, 'epoch': 0.7396925451855664, 'step': 46000, 'perplexity': 35.57702271055788}
{'eval_loss': 3.56369686126709, 'eval_runtime': 8.9805, 'eval_samples_per_second': 278.381, 'eval_steps_per_second': 34.853, 'epoch': 0.7396925451855664, 'step': 46000}
{'loss': 3.556, 'grad_norm': 2.5656087398529053, 'learning_rate': 3.0862706907214724e-06, 'epoch': 0.7437126133659226, 'step': 46250, 'perplexity': 35.02282528740402}
{'loss': 3.5546, 'grad_norm': 2.703916072845459, 'learning_rate': 2.9954320187972465e-06, 'epoch': 0.747732681546279, 'step': 46500, 'perplexity': 34.97382763835894}
{'loss': 3.5313, 'grad_norm': 3.075878620147705, 'learning_rate': 2.9057141774886987e-06, 'epoch': 0.7517527497266354, 'step': 46750, 'perplexity': 34.1683576199053}
{'loss': 3.5674, 'grad_norm': 2.324758768081665, 'learning_rate': 2.8171315229279507e-06, 'epoch': 0.7557728179069917, 'step': 47000, 'perplexity': 35.42436995154675}
{'eval_loss': 3.5632717609405518, 'eval_runtime': 9.0079, 'eval_samples_per_second': 277.534, 'eval_steps_per_second': 34.747, 'epoch': 0.7557728179069917, 'step': 47000}
{'loss': 3.5555, 'grad_norm': 3.5918805599212646, 'learning_rate': 2.7300456546428454e-06, 'epoch': 0.7597928860873481, 'step': 47250, 'perplexity': 35.00531825188392}
{'loss': 3.5761, 'grad_norm': 2.6029560565948486, 'learning_rate': 2.64377103209126e-06, 'epoch': 0.7638129542677043, 'step': 47500, 'perplexity': 35.73390650171912}
{'loss': 3.5851, 'grad_norm': 3.012929916381836, 'learning_rate': 2.5586735109205685e-06, 'epoch': 0.7678330224480607, 'step': 47750, 'perplexity': 36.056963234903925}
{'loss': 3.5608, 'grad_norm': 2.786010980606079, 'learning_rate': 2.4747667079458703e-06, 'epoch': 0.771853090628417, 'step': 48000, 'perplexity': 35.19133895804698}
{'eval_loss': 3.5629796981811523, 'eval_runtime': 9.0542, 'eval_samples_per_second': 276.115, 'eval_steps_per_second': 34.57, 'epoch': 0.771853090628417, 'step': 48000}
{'loss': 3.5544, 'grad_norm': 3.4658520221710205, 'learning_rate': 2.392064049450393e-06, 'epoch': 0.7758731588087734, 'step': 48250, 'perplexity': 34.96683357226117}
{'loss': 3.5934, 'grad_norm': 2.9645121097564697, 'learning_rate': 2.3105787690371097e-06, 'epoch': 0.7798932269891298, 'step': 48500, 'perplexity': 36.35748145514459}
{'loss': 3.5616, 'grad_norm': 2.613290309906006, 'learning_rate': 2.2303239055111635e-06, 'epoch': 0.783913295169486, 'step': 48750, 'perplexity': 35.21950329344547}
{'loss': 3.583, 'grad_norm': 3.255549192428589, 'learning_rate': 2.151312300793473e-06, 'epoch': 0.7879333633498424, 'step': 49000, 'perplexity': 35.98132306208984}
{'eval_loss': 3.56282901763916, 'eval_runtime': 9.0452, 'eval_samples_per_second': 276.389, 'eval_steps_per_second': 34.604, 'epoch': 0.7879333633498424, 'step': 49000}
{'loss': 3.5485, 'grad_norm': 2.651374578475952, 'learning_rate': 2.07355659786585e-06, 'epoch': 0.7919534315301987, 'step': 49250, 'perplexity': 34.76113665677765}
{'loss': 3.5806, 'grad_norm': 2.7394182682037354, 'learning_rate': 1.997069238747931e-06, 'epoch': 0.7959734997105551, 'step': 49500, 'perplexity': 35.89507143009999}
{'loss': 3.5578, 'grad_norm': 2.8854479789733887, 'learning_rate': 1.9218624625062887e-06, 'epoch': 0.7999935678909115, 'step': 49750, 'perplexity': 35.08592314395582}
{'loss': 3.582, 'grad_norm': 2.8351633548736572, 'learning_rate': 1.8479483032959932e-06, 'epoch': 0.8040136360712677, 'step': 50000, 'perplexity': 35.94535972369388}
{'eval_loss': 3.5625641345977783, 'eval_runtime': 9.0059, 'eval_samples_per_second': 277.595, 'eval_steps_per_second': 34.755, 'epoch': 0.8040136360712677, 'step': 50000}
{'loss': 3.5729, 'grad_norm': 2.685166597366333, 'learning_rate': 1.7753385884349906e-06, 'epoch': 0.8080337042516241, 'step': 50250, 'perplexity': 35.61974076351616}
{'loss': 3.5992, 'grad_norm': 2.8900623321533203, 'learning_rate': 1.7040449365115552e-06, 'epoch': 0.8120537724319804, 'step': 50500, 'perplexity': 36.568967564435646}
{'loss': 3.5497, 'grad_norm': 2.5729355812072754, 'learning_rate': 1.6340787555251524e-06, 'epoch': 0.8160738406123368, 'step': 50750, 'perplexity': 34.802875058798385}
{'loss': 3.5872, 'grad_norm': 3.343945026397705, 'learning_rate': 1.5654512410609946e-06, 'epoch': 0.8200939087926932, 'step': 51000, 'perplexity': 36.13276241898431}
{'eval_loss': 3.5625622272491455, 'eval_runtime': 9.0176, 'eval_samples_per_second': 277.236, 'eval_steps_per_second': 34.71, 'epoch': 0.8200939087926932, 'step': 51000}
{'loss': 3.5354, 'grad_norm': 2.471860885620117, 'learning_rate': 1.498439783126151e-06, 'epoch': 0.8241139769730494, 'step': 51250, 'perplexity': 34.30873546408157}
{'loss': 3.5221, 'grad_norm': 2.5738472938537598, 'learning_rate': 1.4325168670720846e-06, 'epoch': 0.8281340451534058, 'step': 51500, 'perplexity': 33.855450310462054}
{'loss': 3.5769, 'grad_norm': 2.471362829208374, 'learning_rate': 1.3679648703124727e-06, 'epoch': 0.8321541133337621, 'step': 51750, 'perplexity': 35.76250506482049}
{'loss': 3.5913, 'grad_norm': 2.372652292251587, 'learning_rate': 1.3047941220859606e-06, 'epoch': 0.8361741815141185, 'step': 52000, 'perplexity': 36.281210856247064}
{'eval_loss': 3.5624008178710938, 'eval_runtime': 9.0486, 'eval_samples_per_second': 276.285, 'eval_steps_per_second': 34.591, 'epoch': 0.8361741815141185, 'step': 52000}
{'loss': 3.5775, 'grad_norm': 3.877964496612549, 'learning_rate': 1.243014730611758e-06, 'epoch': 0.8401942496944749, 'step': 52250, 'perplexity': 35.78396900639793}
{'loss': 3.5909, 'grad_norm': 2.413778781890869, 'learning_rate': 1.182636581472183e-06, 'epoch': 0.8442143178748311, 'step': 52500, 'perplexity': 36.26670127401448}
{'loss': 3.5304, 'grad_norm': 2.6066629886627197, 'learning_rate': 1.1236693360308283e-06, 'epoch': 0.8482343860551875, 'step': 52750, 'perplexity': 34.137619932081705}
{'loss': 3.5603, 'grad_norm': 3.187861680984497, 'learning_rate': 1.0661224298866057e-06, 'epoch': 0.8522544542355438, 'step': 53000, 'perplexity': 35.17374768675226}
{'eval_loss': 3.5622901916503906, 'eval_runtime': 8.9883, 'eval_samples_per_second': 278.14, 'eval_steps_per_second': 34.823, 'epoch': 0.8522544542355438, 'step': 53000}
{'loss': 3.5238, 'grad_norm': 3.2650744915008545, 'learning_rate': 1.010005071363912e-06, 'epoch': 0.8562745224159002, 'step': 53250, 'perplexity': 33.913053524849296}
{'loss': 3.5644, 'grad_norm': 3.1131021976470947, 'learning_rate': 9.555420781454861e-07, 'epoch': 0.8602945905962565, 'step': 53500, 'perplexity': 35.318256092066704}
{'loss': 3.5559, 'grad_norm': 2.7051315307617188, 'learning_rate': 9.023047171816146e-07, 'epoch': 0.8643146587766128, 'step': 53750, 'perplexity': 35.01932317998356}
{'loss': 3.5639, 'grad_norm': 3.2644546031951904, 'learning_rate': 8.505231170059213e-07, 'epoch': 0.8683347269569692, 'step': 54000, 'perplexity': 35.30060137806697}
{'eval_loss': 3.5621352195739746, 'eval_runtime': 9.0689, 'eval_samples_per_second': 275.668, 'eval_steps_per_second': 34.514, 'epoch': 0.8683347269569692, 'step': 54000}
{'loss': 3.5536, 'grad_norm': 3.3403384685516357, 'learning_rate': 8.002055634117578e-07, 'epoch': 0.8723547951373255, 'step': 54250, 'perplexity': 34.938871291806876}
{'loss': 3.5604, 'grad_norm': 2.814357042312622, 'learning_rate': 7.513601079241761e-07, 'epoch': 0.8763748633176819, 'step': 54500, 'perplexity': 35.17726523739554}
{'loss': 3.5492, 'grad_norm': 2.8239729404449463, 'learning_rate': 7.039945665115666e-07, 'epoch': 0.8803949314980382, 'step': 54750, 'perplexity': 34.78547797090339}
{'loss': 3.5486, 'grad_norm': 2.328401565551758, 'learning_rate': 6.581165183350002e-07, 'epoch': 0.8844149996783945, 'step': 55000, 'perplexity': 34.76461294425479}
{'eval_loss': 3.5621390342712402, 'eval_runtime': 9.049, 'eval_samples_per_second': 276.275, 'eval_steps_per_second': 34.59, 'epoch': 0.8844149996783945, 'step': 55000}
{'loss': 3.5468, 'grad_norm': 2.7643706798553467, 'learning_rate': 6.137333045354477e-07, 'epoch': 0.8884350678587509, 'step': 55250, 'perplexity': 34.702092925852114}
{'loss': 3.5325, 'grad_norm': 2.560598611831665, 'learning_rate': 5.7085202705909e-07, 'epoch': 0.8924551360391072, 'step': 55500, 'perplexity': 34.20938426011012}
{'loss': 3.5524, 'grad_norm': 2.9636635780334473, 'learning_rate': 5.294795475209158e-07, 'epoch': 0.8964752042194636, 'step': 55750, 'perplexity': 34.89696979218466}
{'loss': 3.5338, 'grad_norm': 2.4165849685668945, 'learning_rate': 4.897788871059972e-07, 'epoch': 0.9004952723998199, 'step': 56000, 'perplexity': 34.25388537910836}
{'eval_loss': 3.5621144771575928, 'eval_runtime': 8.9943, 'eval_samples_per_second': 277.954, 'eval_steps_per_second': 34.8, 'epoch': 0.9004952723998199, 'step': 56000}
{'loss': 3.5633, 'grad_norm': 3.3986618518829346, 'learning_rate': 4.5143752194795277e-07, 'epoch': 0.9045153405801762, 'step': 56250, 'perplexity': 35.279427370077755}
{'loss': 3.5458, 'grad_norm': 3.0883641242980957, 'learning_rate': 4.146240627492648e-07, 'epoch': 0.9085354087605326, 'step': 56500, 'perplexity': 34.66740817819047}
{'loss': 3.5436, 'grad_norm': 2.4670214653015137, 'learning_rate': 3.7934440018759454e-07, 'epoch': 0.9125554769408889, 'step': 56750, 'perplexity': 34.59122371383698}
{'loss': 3.533, 'grad_norm': 2.2724268436431885, 'learning_rate': 3.4560417951130407e-07, 'epoch': 0.9165755451212453, 'step': 57000, 'perplexity': 34.226493229125985}
{'eval_loss': 3.5620274543762207, 'eval_runtime': 9.0462, 'eval_samples_per_second': 276.359, 'eval_steps_per_second': 34.6, 'epoch': 0.9165755451212453, 'step': 57000}
{'loss': 3.5175, 'grad_norm': 2.4124534130096436, 'learning_rate': 3.134087996361268e-07, 'epoch': 0.9205956133016016, 'step': 57250, 'perplexity': 33.70007288110356}
{'loss': 3.5806, 'grad_norm': 3.6477293968200684, 'learning_rate': 2.8276341228128055e-07, 'epoch': 0.9246156814819579, 'step': 57500, 'perplexity': 35.89507143009999}
{'loss': 3.5377, 'grad_norm': 2.919084072113037, 'learning_rate': 2.5367292114510164e-07, 'epoch': 0.9286357496623143, 'step': 57750, 'perplexity': 34.38773637186668}
{'loss': 3.5975, 'grad_norm': 3.3957667350769043, 'learning_rate': 2.2624899233292807e-07, 'epoch': 0.9326558178426706, 'step': 58000, 'perplexity': 36.50685313180307}
{'eval_loss': 3.562049627304077, 'eval_runtime': 9.2488, 'eval_samples_per_second': 270.304, 'eval_steps_per_second': 33.842, 'epoch': 0.9326558178426706, 'step': 58000}
{'loss': 3.5799, 'grad_norm': 3.1807262897491455, 'learning_rate': 2.0027574449230424e-07, 'epoch': 0.936675886023027, 'step': 58250, 'perplexity': 35.869953672339776}
{'loss': 3.5678, 'grad_norm': 3.5932717323303223, 'learning_rate': 1.7596508377605737e-07, 'epoch': 0.9406959542033833, 'step': 58500, 'perplexity': 35.43854253385486}
{'loss': 3.5347, 'grad_norm': 2.659557342529297, 'learning_rate': 1.5312563649916734e-07, 'epoch': 0.9447160223837396, 'step': 58750, 'perplexity': 34.28472775293592}
{'loss': 3.5601, 'grad_norm': 2.440417528152466, 'learning_rate': 1.318618293309959e-07, 'epoch': 0.9487360905640959, 'step': 59000, 'perplexity': 35.16671364064296}
{'eval_loss': 3.5619871616363525, 'eval_runtime': 9.0223, 'eval_samples_per_second': 277.092, 'eval_steps_per_second': 34.692, 'epoch': 0.9487360905640959, 'step': 59000}
{'loss': 3.5695, 'grad_norm': 3.634124517440796, 'learning_rate': 1.1217706478346635e-07, 'epoch': 0.9527561587444523, 'step': 59250, 'perplexity': 35.498839293886974}
{'loss': 3.5602, 'grad_norm': 2.6606345176696777, 'learning_rate': 9.407449269919989e-08, 'epoch': 0.9567762269248087, 'step': 59500, 'perplexity': 35.17023048784646}
{'loss': 3.5729, 'grad_norm': 2.7795166969299316, 'learning_rate': 7.755700974749424e-08, 'epoch': 0.960796295105165, 'step': 59750, 'perplexity': 35.61974076351616}
{'loss': 3.6033, 'grad_norm': 2.316011905670166, 'learning_rate': 6.262725896081456e-08, 'epoch': 0.9648163632855213, 'step': 60000, 'perplexity': 36.71920811411476}
{'eval_loss': 3.5619847774505615, 'eval_runtime': 9.0411, 'eval_samples_per_second': 276.514, 'eval_steps_per_second': 34.62, 'epoch': 0.9648163632855213, 'step': 60000}
{'loss': 3.5925, 'grad_norm': 2.753915786743164, 'learning_rate': 4.928762931187492e-08, 'epoch': 0.9688364314658776, 'step': 60250, 'perplexity': 36.324774442198496}
{'loss': 3.5563, 'grad_norm': 3.5252647399902344, 'learning_rate': 3.7540255331361965e-08, 'epoch': 0.972856499646234, 'step': 60500, 'perplexity': 35.03333371117498}
{'loss': 3.5793, 'grad_norm': 3.7079341411590576, 'learning_rate': 2.738701676638589e-08, 'epoch': 0.9768765678265904, 'step': 60750, 'perplexity': 35.84843815543691}
{'loss': 3.5738, 'grad_norm': 2.249265670776367, 'learning_rate': 1.8829538279687697e-08, 'epoch': 0.9808966360069467, 'step': 61000, 'perplexity': 35.6518129605271}
{'eval_loss': 3.5619559288024902, 'eval_runtime': 9.081, 'eval_samples_per_second': 275.301, 'eval_steps_per_second': 34.468, 'epoch': 0.9808966360069467, 'step': 61000}
{'loss': 3.5818, 'grad_norm': 2.597799777984619, 'learning_rate': 1.1869189189678276e-08, 'epoch': 0.984916704187303, 'step': 61250, 'perplexity': 35.938171370608416}
{'loss': 3.5709, 'grad_norm': 2.2849018573760986, 'learning_rate': 6.5070832513192125e-09, 'epoch': 0.9889367723676593, 'step': 61500, 'perplexity': 35.5485724740014}
{'loss': 3.5485, 'grad_norm': 2.717930793762207, 'learning_rate': 2.744078477913137e-09, 'epoch': 0.9929568405480157, 'step': 61750, 'perplexity': 34.76113665677765}
